,id,text,game,cleaned,english,len,sw_removed,stemmed
3430,1.37530146361484e+18,Well I'm glad I didn't decide to stream #MonsterHunterRise right now. Would've been awesome. Guess I'll have to actually sleep then. Should've gotten the game by other means...,MonsterHunterRise,well i m glad i didn t decide to stream monsterhunterrise right now would ve been awesome guess i ll have to actually sleep then should ve gotten the game by other means,well i m glad i t decide to stream right now would been awesome guess i have to actually sleep then should gotten the game by other,27,well glad decide stream right would awesome guess actually sleep gotten,well glad decid stream right would awesom guess actual sleep gotten
3431,1.37529966842337e+18,"How Iâ€™m feeling while trying to 

listen to @AJRBrothers new album

watch @InvincibleHQ first 3eps

play @PGATOUR2K Divot Derby

and download #MonsterHunterRise 

all at once. https://t.co/bzTDzjtt6m",MonsterHunterRise,how i m feeling while trying to listen to ajrbrothers new album watch invinciblehq first eps play pgatour k divot derby and download monsterhunterrise all at once https t co bztdzjtt m,how i m feeling while trying to listen to new album watch first play k divot derby and all at once t m,23,feeling trying listen new album watch first divot derby,feel tri listen new album watch first divot derbi
3432,1.37529941319996e+18,Why pre load/download a game and not even have it ready to ACTUALLY PLAY?! @CapcomUSA_ @NintendoAmerica Damn it just let us play. #MonsterHunterRise,MonsterHunterRise,why pre load download a game and not even have it ready to actually play capcomusa nintendoamerica damn it just let us play monsterhunterrise,why load a game and not even have it ready to actually play damn it just let us play,19,load even ready actually damn let us,load even readi actual damn let us
3434,1.37524992226251e+18,Ayyeee but by 10PM?!? I need it at 7AM the earliest!! Good thing we got it digital as well #MonsterHunterRise https://t.co/PHKK7hIeJj,MonsterHunterRise,ayyeee but by pm i need it at am the earliest good thing we got it digital as well monsterhunterrise https t co phkk hiejj,but by i need it at am the good thing we got it digital as well t,17,need good thing got digital well,need good thing got digit well
3435,1.37523280372656e+18,Imagine hiring a bodega Palico to help you â€œdealâ€ with someone or something #MonsterHunterRise ideas https://t.co/uXttM6NoKK,MonsterHunterRise,imagine hiring a bodega palico to help you deal with someone or something monsterhunterrise ideas https t co uxttm nokk,imagine a bodega to help you deal with someone or something t,12,imagine bodega help deal someone something,imagin bodega help deal someon someth
3436,1.37521830064111e+18,@monsterhunter too excited to play tonight I need it now! #MonsterHunterRise https://t.co/zyVAlQyYG2,MonsterHunterRise,monsterhunter too excited to play tonight i need it now monsterhunterrise https t co zyvalqyyg,too excited to play tonight i need it now t,10,excited tonight need,excit tonight need
3437,1.37518663938388e+18,Counting this footbath with my dog as preparation for #MonsterHunterRise,MonsterHunterRise,counting this footbath with my dog as preparation for monsterhunterrise,counting this with my dog as preparation for,8,counting dog preparation,count dog prepar
3438,1.37518518209388e+18,"Well #BanjoKazooie, #Byleth , #Terry #amiibo are all officially on the way with #MonsterHunterRise #SpecialEdition from @bestbuy only things that are expected to be delayed are the #amiibo exclusive to @GameStop Happy amiibo release day! Not the same as it use to but still fun!",MonsterHunterRise,well banjokazooie byleth terry amiibo are all officially on the way with monsterhunterrise specialedition from bestbuy only things that are expected to be delayed are the amiibo exclusive to gamestop happy amiibo release day not the same as it use to but still fun,well terry are all officially on the way with from only that are to be are the exclusive to happy release day not the same as it use to but still fun,32,well terry officially way exclusive happy release day use still fun,well terri offici way exclus happi releas day use still fun
3439,1.37517822760638e+18,Who's h-word for #MonsterHunterRise tonight babes? I wanna rub my charge blade against so many monster's guts and then make cute outfits for my cat.,MonsterHunterRise,who s h word for monsterhunterrise tonight babes i wanna rub my charge blade against so many monster s guts and then make cute outfits for my cat,who s h word for tonight i rub my charge blade against so many monster s and then make cute for my cat,23,word tonight rub charge blade many monster make cute cat,word tonight rub charg blade mani monster make cute cat
3440,1.37516058062187e+18,"I can't wait to dive head first into #MonsterHunterRise!

It's not to far off now https://t.co/86EhtciKwq",MonsterHunterRise,i can t wait to dive head first into monsterhunterrise it s not to far off now https t co ehtcikwq,i can t wait to dive head first into it s not to far off now t,17,wait dive head first far,wait dive head first far
3441,1.37515494390083e+18,"Monster Hunter Rise for Nintendo Switch! Come on in.

Open everyday 11am-7pm

(310) 842-7776



#gameplayla #losangeles #videogamestore #retrostore #nintendo #nintendoswitch #capcom #monsterhunterrise https://t.co/mJDhHlt72g",MonsterHunterRise,monster hunter rise for nintendo switch come on in open everyday am pm gameplayla losangeles videogamestore retrostore nintendo nintendoswitch capcom monsterhunterrise https t co mjdhhlt g,monster rise for switch come on in open everyday am t g,12,monster rise switch come open everyday,monster rise switch come open everyday
3442,1.37514819995502e+18,Just makinâ€™ wolves and cats in #MonsterHunterRise. #NintendoSwitch https://t.co/p9aBMS3R23,MonsterHunterRise,just makin wolves and cats in monsterhunterrise nintendoswitch https t co p abms r,just and in t p r,6,,
3443,1.37512917164348e+18,#MonsterHunterRise is here and I feel like a kid again. I'll be riding this high for as long as I can. ,MonsterHunterRise,monsterhunterrise is here and i feel like a kid again i ll be riding this high for as long as i can,is here and i feel like a again i be riding this high for as long as i can,19,feel like riding high long,feel like ride high long
3444,1.37512713552279e+18,"@teknodotexe It will be so good
We can hunt all the monsters
On our palamutes
#haiku #MonsterHunterRise #wegonnaridedogs",MonsterHunterRise,teknodotexe it will be so good we can hunt all the monsters on our palamutes haiku monsterhunterrise wegonnaridedogs,it will be so good we can hunt all the on our,12,good hunt,good hunt
3445,1.37506216321213e+18,Who's all getting this game tomorrow?  #MonsterHunterRise #NintendoSwitch https://t.co/70tZsKorrW,MonsterHunterRise,who s all getting this game tomorrow monsterhunterrise nintendoswitch https t co tzskorrw,who s all getting this game tomorrow t,8,getting tomorrow,get tomorrow
3447,1.37491275877326e+18,"Monster Hunter Rise. COME ON IN! OPEN until 8:30pm.

Open everyday 11am-7pm

(310) 842-7776



#gameplayla #losangeles #videogamestore #retrostore #nintendo #nintendoswitch #capcom #monsterhunterrise https://t.co/4zeEDD7lFr",MonsterHunterRise,monster hunter rise come on in open until pm open everyday am pm gameplayla losangeles videogamestore retrostore nintendo nintendoswitch capcom monsterhunterrise https t co zeedd lfr,monster rise come on in open until open everyday am t,11,monster rise come open open everyday,monster rise come open open everyday
3448,1.37490613819437e+18,"Monster Hunter Rise is on the way!!! We will post the game once itâ€™s here!

Open everyday 11am-7pm

(310) 842-7776



#gameplayla #losangeles #videogamestore #retrostore #nintendo #nintendoswitch #capcom #monsterhunterrise https://t.co/2cgkBEaY9U",MonsterHunterRise,monster hunter rise is on the way we will post the game once it s here open everyday am pm gameplayla losangeles videogamestore retrostore nintendo nintendoswitch capcom monsterhunterrise https t co cgkbeay u,monster rise is on the way we will post the game once it s here open everyday am t u,20,monster rise way post open everyday,monster rise way post open everyday
3450,1.37480051342273e+18,"@Raelilblack Which weapons do you hunt with? I love using the Heavy Bowgun, but I'm going to try to get better with with all of the weapons this time around. 
#MonsterHunterRise https://t.co/LIyUgu87FR",MonsterHunterRise,raelilblack which weapons do you hunt with i love using the heavy bowgun but i m going to try to get better with with all of the weapons this time around monsterhunterrise https t co liyugu fr,which do you hunt with i love the heavy but i m going to try to get better with with all of the this time around t,27,hunt love heavy going try get better time around,hunt love heavi go tri get better time around
3451,1.37475119987073e+18,"#MonsterHunterRise you ready? Can pre-order and you can play before your friends do. 

https://t.co/Zf2VdPjkF9",MonsterHunterRise,monsterhunterrise you ready can pre order and you can play before your friends do https t co zf vdpjkf,you ready can order and you can play before your do t,12,ready order,readi order
3452,1.37459022835944e+18,My husband isnâ€™t on Twitter/Facebook so I feel comfortable putting this out to my tweeps: #MonsterHunterRise is coming out on Fri. and I want to surprise him with dinner similar to food found at the Canteen. Do any of my fellow gamers have any ideas? @monsterhunter https://t.co/4o38tYH64p,MonsterHunterRise,my husband isn t on twitter facebook so i feel comfortable putting this out to my tweeps monsterhunterrise is coming out on fri and i want to surprise him with dinner similar to food found at the canteen do any of my fellow gamers have any ideas monsterhunter https t co o tyh p,my husband t on twitter so i feel comfortable this out to my is coming out on and i want to surprise him with dinner similar to food found at the canteen do any of my fellow have any t o p,42,husband twitter feel comfortable coming want surprise dinner similar food found canteen fellow,husband twitter feel comfort come want surpris dinner similar food found canteen fellow
