game_name,released_date,platform,overall_rating,exceptional,recommended,meh,skip,metacritic,suggestions_count,tags,all,new_tags,new_plat,year
Mafia III,10/6/2016,"PC', 'Xbox One', 'PlayStation 4', 'macOS'",3.14,68,373,532,176,62,520,"singleplayer', 'multiplayer', 'atmospheric', 'fps', 'gore', 'classic', 'sandbox', 'violent', 'stealth', 'nudity', 'mature', 'crime'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'fps', 'gore', 'classic', 'sandbox', 'violent', 'stealth', 'nudity', 'mature', 'crime', 'all","PC', 'Xbox One', 'PlayStation 4', 'macOS', 'all",2016
The Witness,1/25/2016,"PC', 'Xbox One', 'PlayStation 4', 'iOS', 'Android', 'macOS'",4.03,399,457,183,60,87,472,"singleplayer', 'atmospheric', 'difficult', 'sandbox', 'survival', 'exploration', 'mystery', 'colorful', 'building', 'overlay', 'surreal', 'relaxing', 'nonlinear', 'philisophical'",", 'all","singleplayer', 'atmospheric', 'difficult', 'sandbox', 'survival', 'exploration', 'mystery', 'colorful', 'building', 'overlay', 'surreal', 'relaxing', 'nonlinear', 'philisophical', 'all","PC', 'Xbox One', 'PlayStation 4', 'iOS', 'Android', 'macOS', 'all",2016
What Remains of Edith Finch,4/23/2017,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS'",4.4,938,518,116,58,89,299,"singleplayer', 'atmospheric', 'horror', 'fps', 'exploration', 'short', 'mystery'",", 'all","singleplayer', 'atmospheric', 'horror', 'fps', 'exploration', 'short', 'mystery', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'all",2017
DOOM Eternal,3/20/2020,"PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",4.38,528,264,99,26,86,664,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'gore', 'violent', 'blood', 'demons'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'gore', 'violent', 'blood', 'demons', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2020
Darkest Dungeon,1/18/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'PS Vita'",4.21,391,538,96,24,84,519,"singleplayer', 'atmospheric', 'rpg', 'horror', 'fantasy', 'difficult', 'dark', 'roguelike', 'overlay', 'roguelite', 'kickstarter', 'gothic', 'lovecraftian'",", 'all","singleplayer', 'atmospheric', 'rpg', 'horror', 'fantasy', 'difficult', 'dark', 'roguelike', 'overlay', 'roguelite', 'kickstarter', 'gothic', 'lovecraftian', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'PS Vita', 'all",2016
Tom Clancy’s The Division,3/7/2016,"PC', 'Xbox One', 'PlayStation 4'",3.71,188,572,308,71,80,657,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fps', 'sandbox', 'survival', 'tactical', 'mmorpg'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fps', 'sandbox', 'survival', 'tactical', 'mmorpg', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2016
Quantum Break,4/5/2016,"PC', 'Xbox One'",3.91,270,560,201,54,66,509,"singleplayer', 'atmospheric', 'survival', 'controller', 'cinematic', 'episodic'",", 'all","singleplayer', 'atmospheric', 'survival', 'controller', 'cinematic', 'episodic', 'all","PC', 'Xbox One', 'all",2016
Sid Meier’s Civilization VI,10/20/2016,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS', 'Linux'",4.18,347,607,92,22,88,407,"singleplayer', 'multiplayer', 'tactical', 'moddable', 'war', 'historical', 'memes', 'cartoony', 'cartoon'",", 'all","singleplayer', 'multiplayer', 'tactical', 'moddable', 'war', 'historical', 'memes', 'cartoony', 'cartoon', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'all",2016
Subnautica,1/23/2018,"PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Xbox Series S/X', 'Nintendo Switch', 'macOS'",4.23,514,398,140,41,83,861,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'sandbox', 'survival', 'exploration', 'aliens', 'crafting', 'vr', 'online', 'console', 'offline', 'underwater', 'explore', 'voxel', 'collect', 'water', 'alien', 'sea', 'food', 'sun', 'crash', 'health'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'sandbox', 'survival', 'exploration', 'aliens', 'crafting', 'vr', 'online', 'console', 'offline', 'underwater', 'explore', 'voxel', 'collect', 'water', 'alien', 'sea', 'food', 'sun', 'crash', 'health', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Xbox Series S/X', 'Nintendo Switch', 'macOS', 'all",2018
Dead Cells,8/7/2018,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS', 'Linux'",4.25,513,625,128,23,88,379,"singleplayer', 'atmospheric', 'rpg', 'difficult', 'roguelike', 'metroidvania', 'roguelite'",", 'all","singleplayer', 'atmospheric', 'rpg', 'difficult', 'roguelike', 'metroidvania', 'roguelite', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'macOS', 'Linux', 'all",2018
FINAL FANTASY XV,11/29/2016,"PC', 'PlayStation 4', 'Xbox One'",3.88,285,619,257,59,82,544,"rpg', 'fantasy', 'story', 'combat', 'battle', 'friends', 'tanks', 'night'",", 'all","rpg', 'fantasy', 'story', 'combat', 'battle', 'friends', 'tanks', 'night', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2016
Among Us,7/25/2018,"PC', 'Nintendo Switch', 'iOS', 'Android'",3.91,186,480,139,42,82,145,"multiplayer', 'cooperative', 'space', 'ship', 'minigames', 'spaceship'",", 'all","multiplayer', 'cooperative', 'space', 'ship', 'minigames', 'spaceship', 'all","PC', 'Nintendo Switch', 'iOS', 'Android', 'all",2018
Halo Infinite,12/8/2021,"PC', 'Xbox One', 'Xbox Series S/X'",3.86,92,164,67,25,84,876,"singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'fps', 'classic', 'sandbox', 'space', 'pvp', 'futuristic', 'aliens', 'combat', 'battle', 'epic', 'beautiful', 'hero', 'weapons', 'balance', 'endless', 'arena', 'tv', 'map', 'gaming', 'hd'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'cooperative', 'fps', 'classic', 'sandbox', 'space', 'pvp', 'futuristic', 'aliens', 'combat', 'battle', 'epic', 'beautiful', 'hero', 'weapons', 'balance', 'endless', 'arena', 'tv', 'map', 'gaming', 'hd', 'all","PC', 'Xbox One', 'Xbox Series S/X', 'all",2021
Overcooked,8/1/2016,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",4.08,317,694,111,36,81,330,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'difficult', 'memes', 'colorful'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'difficult', 'memes', 'colorful', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2016
Divinity: Original Sin 2,9/14/2017,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",4.39,727,337,78,59,95,315,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'isometric', 'achievements', 'crpg'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fantasy', 'isometric', 'achievements', 'crpg', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2017
SUPERHOT,2/24/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'Web'",4.23,434,661,100,19,82,170,"singleplayer', 'multiplayer', 'horror', 'fps', 'funny', 'difficult', 'tactical', 'short', 'cyberpunk', 'overlay', 'kickstarter', 'illuminati', 'minimalist'",", 'all","singleplayer', 'multiplayer', 'horror', 'fps', 'funny', 'difficult', 'tactical', 'short', 'cyberpunk', 'overlay', 'kickstarter', 'illuminati', 'minimalist', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'Web', 'all",2016
The Outer Worlds,10/25/2019,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.92,258,615,240,37,80,423,"singleplayer', 'rpg', 'fps', 'space'",", 'all","singleplayer', 'rpg', 'fps', 'space', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2019
Devil May Cry 5,3/8/2019,"PC', 'Xbox One', 'PlayStation 4'",4.22,558,476,161,40,88,464,"singleplayer', 'atmospheric', 'violent', 'anime', 'nudity', 'demons', 'slasher'",", 'all","singleplayer', 'atmospheric', 'violent', 'anime', 'nudity', 'demons', 'slasher', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2019
The Legend of Zelda: Breath of the Wild,3/3/2017,"Nintendo Switch', 'Wii U'",4.55,1803,385,130,110,97,309,"rpg', 'sandbox', 'exclusive'",", 'all","rpg', 'sandbox', 'exclusive', 'all","Nintendo Switch', 'Wii U', 'all",2017
Borderlands Game of the Year Enhanced,4/3/2019,"PC', 'PlayStation 4', 'Xbox One'",3.81,158,474,188,46,78,695,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fps', 'gore', 'exploration', 'violent', 'loot', 'humor', 'meat'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'fps', 'gore', 'exploration', 'violent', 'loot', 'humor', 'meat', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2019
Star Wars: Battlefront II (2017),11/17/2017,"PC', 'Xbox One', 'PlayStation 4'",3.57,95,583,343,74,74,582,"singleplayer', 'multiplayer', 'cooperative', 'fps', 'tactical', 'space', 'pvp', 'aliens', 'combat'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'fps', 'tactical', 'space', 'pvp', 'aliens', 'combat', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2017
Surviving Mars,3/14/2018,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",3.62,40,181,79,29,75,260,"singleplayer', 'cooperative', 'space', 'mars'",", 'all","singleplayer', 'cooperative', 'space', 'mars', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2018
Forza Horizon 4,10/2/2018,"PC', 'Xbox One', 'Xbox Series S/X'",4.38,683,479,77,39,90,432,"singleplayer', 'multiplayer', 'atmospheric', 'sandbox', 'exploration', 'exclusive', 'pvp', 'cinematic', 'realistic', 'vr', 'driving', 'explore', 'offroad', 'winter', 'extreme', 'autumn'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'sandbox', 'exploration', 'exclusive', 'pvp', 'cinematic', 'realistic', 'vr', 'driving', 'explore', 'offroad', 'winter', 'extreme', 'autumn', 'all","PC', 'Xbox One', 'Xbox Series S/X', 'all",2018
Disco Elysium,10/14/2019,"PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'macOS'",4.46,493,127,39,44,91,621,"singleplayer', 'rpg', 'isometric'",", 'all","singleplayer', 'rpg', 'isometric', 'all","PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'macOS', 'all",2019
Days Gone,4/26/2019,"PC', 'PlayStation 4'",3.94,251,458,158,50,74,653,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'horror', 'gore', 'survival', 'exploration', 'violent', 'stealth', 'zombies', 'exclusive', 'crafting', 'cinematic', 'blood', 'america', 'motorbike'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'horror', 'gore', 'survival', 'exploration', 'violent', 'stealth', 'zombies', 'exclusive', 'crafting', 'cinematic', 'blood', 'america', 'motorbike', 'all","PC', 'PlayStation 4', 'all",2019
A Plague Tale: Innocence,5/13/2019,"PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch'",4.17,388,501,110,34,82,603,"singleplayer', 'horror', 'violent', 'stealth', 'plague'",", 'all","singleplayer', 'horror', 'violent', 'stealth', 'plague', 'all","PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'all",2019
Rust,2/9/2018,"PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux'",3.38,84,256,226,89,66,519,"multiplayer', 'cooperative', 'fps', 'sandbox', 'survival', 'nudity', 'pvp', 'crafting', 'building', 'mmo'",", 'all","multiplayer', 'cooperative', 'fps', 'sandbox', 'survival', 'nudity', 'pvp', 'crafting', 'building', 'mmo', 'all","PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'all",2018
Ori and the Will of the Wisps,3/10/2020,"PC', 'Xbox One', 'Xbox Series S/X', 'Nintendo Switch'",4.49,554,218,44,32,91,418,"singleplayer', 'atmospheric', 'fantasy', 'difficult', 'exploration', 'cute', 'metroidvania', 'masterpiece', 'beautiful', 'emotional'",", 'all","singleplayer', 'atmospheric', 'fantasy', 'difficult', 'exploration', 'cute', 'metroidvania', 'masterpiece', 'beautiful', 'emotional', 'all","PC', 'Xbox One', 'Xbox Series S/X', 'Nintendo Switch', 'all",2020
A Way Out,3/23/2018,"PC', 'Xbox One', 'PlayStation 4'",4.11,332,701,119,28,78,474,"multiplayer', 'atmospheric', 'cooperative', 'violent', 'stealth', 'nudity', 'cinematic', 'crime', 'emotional', 'conversation', 'prison'",", 'all","multiplayer', 'atmospheric', 'cooperative', 'violent', 'stealth', 'nudity', 'cinematic', 'crime', 'emotional', 'conversation', 'prison', 'all","PC', 'Xbox One', 'PlayStation 4', 'all",2018
Ghost of Tsushima,7/17/2020,"PlayStation 5', 'PlayStation 4'",4.46,406,180,43,21,83,456,"singleplayer', 'atmospheric', 'rpg', 'exclusive', 'japanese'",", 'all","singleplayer', 'atmospheric', 'rpg', 'exclusive', 'japanese', 'all","PlayStation 5', 'PlayStation 4', 'all",2020
Human: Fall Flat,7/22/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.85,150,463,128,47,70,231,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'sandbox', 'survival', 'stats', 'physics', 'memes'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'sandbox', 'survival', 'stats', 'physics', 'memes', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2016
Orwell: Keeping an Eye On You,10/27/2016,"PC', 'iOS', 'Android', 'macOS', 'Linux'",3.26,47,234,118,100,77,241,"singleplayer', 'atmospheric', 'mystery', 'cyberpunk', 'dystopian', 'detective', 'episodic', 'political', 'hacking', 'politics'",", 'all","singleplayer', 'atmospheric', 'mystery', 'cyberpunk', 'dystopian', 'detective', 'episodic', 'political', 'hacking', 'politics', 'all","PC', 'iOS', 'Android', 'macOS', 'Linux', 'all",2016
Resident Evil 2,1/25/2019,"PC', 'PlayStation 4', 'Xbox One'",4.47,1015,467,72,61,91,529,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'gore', 'classic', 'survival', 'violent', 'dark', 'zombies', 'remake', 'blood', 'psychological'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'gore', 'classic', 'survival', 'violent', 'dark', 'zombies', 'remake', 'blood', 'psychological', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2019
Celeste,1/25/2018,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux'",4.41,783,399,96,47,91,661,"singleplayer', 'horror', 'celeste', 'miniboss', 'xna', 'fna', 'towerfall'",", 'all","singleplayer', 'horror', 'celeste', 'miniboss', 'xna', 'fna', 'towerfall', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'all",2018
Oxenfree,1/14/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.9,214,393,118,57,80,363,"singleplayer', 'atmospheric', 'horror', 'short', 'mystery', 'overlay', 'achievements', 'lovecraftian', 'supernatural', 'thriller'",", 'all","singleplayer', 'atmospheric', 'horror', 'short', 'mystery', 'overlay', 'achievements', 'lovecraftian', 'supernatural', 'thriller', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2016
ABZU,8/2/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",3.93,227,487,171,40,83,287,"singleplayer', 'atmospheric', 'fantasy', 'exploration', 'controller', 'short', 'colorful', 'relaxing', 'underwater'",", 'all","singleplayer', 'atmospheric', 'fantasy', 'exploration', 'controller', 'short', 'colorful', 'relaxing', 'underwater', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2016
Final Fantasy VII Remake,4/10/2020,"PC', 'PlayStation 5', 'PlayStation 4'",4.43,331,160,34,21,87,622,"atmospheric', 'rpg', 'exploration', 'exclusive', 'cinematic', 'jrpg'",", 'all","atmospheric', 'rpg', 'exploration', 'exclusive', 'cinematic', 'jrpg', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'all",2020
Killing Floor 2,11/18/2016,"PC', 'PlayStation 4', 'Xbox One'",3.49,70,325,203,68,75,731,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'funny', 'difficult', 'gore', 'survival', 'zombies'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'funny', 'difficult', 'gore', 'survival', 'zombies', 'all","PC', 'PlayStation 4', 'Xbox One', 'all",2016
The Flame in the Flood,2/23/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS'",2.9,14,113,138,88,73,471,"singleplayer', 'multiplayer', 'atmospheric', 'difficult', 'survival', 'exploration', 'crafting', 'isometric', 'roguelike', 'roguelite', 'kickstarter'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'difficult', 'survival', 'exploration', 'crafting', 'isometric', 'roguelike', 'roguelite', 'kickstarter', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'all",2016
Sonic Mania,8/15/2017,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.88,219,337,137,57,85,231,"singleplayer', 'multiplayer', 'classic', 'retro', 'colorful', 'remake', 'cartoony'",", 'all","singleplayer', 'multiplayer', 'classic', 'retro', 'colorful', 'remake', 'cartoony', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2017
Frostpunk,4/24/2018,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch'",4.18,271,394,73,21,85,385,"singleplayer', 'atmospheric', 'difficult', 'survival', 'dark', 'building', 'management', 'economy'",", 'all","singleplayer', 'atmospheric', 'difficult', 'survival', 'dark', 'building', 'management', 'economy', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'all",2018
Dead by Daylight,6/14/2016,"PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",3.51,62,348,229,57,72,1069,"multiplayer', 'atmospheric', 'horror', 'difficult', 'gore', 'survival', 'comedy', 'violent', 'stealth', 'mature', 'online', 'blood', 'character', 'console', 'offline', 'death', 'work', 'escape', 'sacrifice'",", 'all","multiplayer', 'atmospheric', 'horror', 'difficult', 'gore', 'survival', 'comedy', 'violent', 'stealth', 'mature', 'online', 'blood', 'character', 'console', 'offline', 'death', 'work', 'escape', 'sacrifice', 'all","PC', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2016
Persona 5,9/15/2016,"PlayStation 4', 'PlayStation 3'",4.37,805,253,86,87,93,519,"singleplayer', 'atmospheric', 'rpg', 'exploration', 'anime', 'jrpg', 'drama', 'lifestyle', 'japanese'",", 'all","singleplayer', 'atmospheric', 'rpg', 'exploration', 'anime', 'jrpg', 'drama', 'lifestyle', 'japanese', 'all","PlayStation 4', 'PlayStation 3', 'all",2016
Doki Doki Literature Club!,9/22/2017,"PC', 'macOS', 'Linux'",4.05,328,479,117,54,78,208,"singleplayer', 'horror', 'anime', 'cute', 'romance'",", 'all","singleplayer', 'horror', 'anime', 'cute', 'romance', 'all","PC', 'macOS', 'Linux', 'all",2017
Beholder,11/8/2016,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux'",3.79,86,292,81,36,75,340,"singleplayer', 'atmospheric', 'rpg', 'horror', 'violent', 'stealth', 'dark', 'dystopian', 'political'",", 'all","singleplayer', 'atmospheric', 'rpg', 'horror', 'violent', 'stealth', 'dark', 'dystopian', 'political', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'all",2016
Black Mesa,3/6/2020,"PC', 'Linux'",4.35,386,289,53,24,86,551,"singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'classic', 'zombies', 'exclusive', 'aliens', 'remake', 'mod'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'horror', 'fps', 'classic', 'zombies', 'exclusive', 'aliens', 'remake', 'mod', 'all","PC', 'Linux', 'all",2020
Dark Souls: Remastered,5/23/2018,"PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch'",4.44,682,271,73,47,84,358,"singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'difficult', 'exploration', 'dark', 'mature'",", 'all","singleplayer', 'multiplayer', 'atmospheric', 'rpg', 'cooperative', 'difficult', 'exploration', 'dark', 'mature', 'all","PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'all",2018
Enter the Gungeon,4/4/2016,"PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux'",4.11,283,412,117,24,84,273,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'difficult', 'roguelike', 'achievements', 'roguelite', 'loot'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'difficult', 'roguelike', 'achievements', 'roguelite', 'loot', 'all","PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux', 'all",2016
Sea of Thieves,3/20/2018,"PC', 'Xbox One'",3.66,123,392,213,58,68,434,"singleplayer', 'multiplayer', 'cooperative', 'funny', 'exclusive', 'pvp', 'pve', 'pirates', 'sailing', 'sea'",", 'all","singleplayer', 'multiplayer', 'cooperative', 'funny', 'exclusive', 'pvp', 'pve', 'pirates', 'sailing', 'sea', 'all","PC', 'Xbox One', 'all",2018
